S.No,Book Id,Author,Title,Genre,Language,Publisher,Year,Book Price
659,BK00659,"Shyam Sunder Savitri
Shyam","Political Life of Pandit
Govind Ballabh Pant",Biography,English,Shailanil Pub.,1962,2799
660,BK00660,Malcolm Macdonald,Birds in My Indian Garden,Cultural,English,Jonathan Cape,1972,3199
661,BK00661,Mira Behn,The Spirit's Pilgrimage,Cultural,Hindi,Orient Longmans,1964,3199
662,BK00662,Hans Jacobs,Western Psycho-Therapy,Cultural,Hindi,George Allen & Unwin,1943,2599
663,BK00663,Karl Eskelund,The Forgotten Valley,Cultural,Hindi,Alvin Redman,1942,3199
664,BK00664,Pradyumna P. Karan,"Nepal- A Cultural and
Physical Geography",General,Telugu,Univ. of Kentucky Press,1955,3499
665,BK00665,Hari Prasad Shastri,Wisdom from the East,Cultural,Telugu,The Shanti-Sadan Pub.,2013,1799
666,BK00666,Shakti Das Gupta,Tagore's Asian Outlook,Biography,Telugu,Nava Bharati,2012,999
667,BK00667,S. Radhakrishnan,"The Philosophy of
Rabindranath Tagore",Philosophy,Telugu,"Good Companions
Baroda",1982,799
668,BK00668,Selig S. Harrison,"India - The Most
Dangerous Decades",Cultural,Telugu,Oxford Press,1978,3299
669,BK00669,Abdul Naser El Husaini,"Ganges, The Sacred
River of India",Literature,Arabic,Abdul Naser El Husaini,1958,2899
670,BK00670,W.G. Archer,"Indian Painting in Bundi
and Kotah",Cultural,English,"London: Her Majesty's
Stationery Office",1961,399
671,BK00671,P.C. Roy,Mahabharata - Vol.. X,Fiction,English,Oriental Pub,1958,3399
672,BK00672,Baljit Singh,"Next step in Village in
India - A Study of Land Reforms & Group Dynamics",Economics,English,Asia Pub.House,1948,799
673,BK00673,Vera Micheles Dean,"Few Patterns of
Democracy in India",Biography,English,Harvard University,1950,599
674,BK00674,Dr. V.P. Varma,"Modern Indian Political
Thought",Biography,English,Varma,1970,2699
675,BK00675,Maitraye Devi,Tagore By Fireside,Historical Fiction,English,Rupa & Co.,1982,1799
676,BK00676,Rabindranath Tagore,Pioneer In Education,Historical Fiction,English,Visva-Bharati,1985,2799
677,BK00677,Santha Rama Rau,View to The South East,Cultural,English,Gollancz Pub.,1971,999
678,BK00678,K. Nagarajan,Chronicles of Kedaram,Biography,English,Asia Pub.House,1965,3499
679,BK00679,Krishna Kripalani,Tagore- A Life (2nd cop),Biography,English,Malancha,1975,599
680,BK00680,"Swami Agehananda
Bharati",The Ochre Robe,Cultural,Hindi,George Allen & Unwin,2008,3099
681,BK00681,Kushwant Singh,"I Shall not hear the
nightingale",Literature,Hindi,Calder pub.,1957,1499
682,BK00682,S. Radhakrishnan,"Kalki Ya Samyadha Ka
Bhavishya",Fiction,Hindi,Pub. Divisions,1981,599
683,BK00683,D.G. Kelkar,Lamps of India,Cultural,Hindi,Pub. Divisions,2005,999
684,BK00684,H.T. Bernstein,"Steamboats on The
Ganges",Cultural,Tamil,Orient Longmans,2009,1699
685,BK00685,Eric Stokes,"The English Utlitarians &
India",Biography,Tamil,Oxford Press,1994,1999
686,BK00686,Hermann Goetz,"(Art of the World) India -
Five Thousand Years of Indian Art",Fiction,Tamil,"D.B. Tarporevala Sons &
Co.",2005,1499
687,BK00687,Keshav Malik,Rippled Shadow,Literature,Tamil,Surge Publications,2000,3099
688,BK00688,Keshav malik,"The Lake Surface and
Other Poems",Literature,Telugu,Dar Ibn Kathir,1962,2599
689,BK00689,R.K. Karanjia,The Mind of Mr. Nehru,Biography,Telugu,George Allen & Unwin,1985,2599
690,BK00690,Bhabani Bhattacharya,A Goddess Named Gold,Economics,Telugu,Crown pub.,1948,1099
691,BK00691,T.B. Cunha,Goa's Freedom Struggle,Biography,Telugu,"Dr. T.B.Cunha Memorial
Committee",2014,2699
692,BK00692,Dr. Satyanarayan Sinha,The Chinese Aggession,Biography,Telugu,Rama Krishna & sons,1993,1599
693,BK00693,Attia Hosain,"Sunlight on A Broken
Colums",Fiction,English,Chatto & Windus,1992,1799
694,BK00694,Dr. C. B Kumar,"Development of Industrial
Relations in India",Cultural,English,Orient Longmans,1960,1199
695,BK00695,Maitraye Devi,The Great Wanderer,Literature,English,Grantham,1960,699
696,BK00696,Clark M. Eichelberger,"U.N. The First Fifteen
Years",Biography,English,Harper,2010,2899
697,BK00697,UNESCO,"Social Cultural Factors
Affecting Productivity of Workers in India",Society,English,UNESCO,1986,2599
698,BK00698,M.Krishnan,Jungle & Backyard,Cultural,English,Pub. Divisions,1966,999
699,BK00699,Publications Division,Heroes and Heroic Deeds,Fiction,English,Pub. Divisions,1958,699
700,BK00700,Shri Ram Sharma,Bharat Ke Jangli Jiv,Fiction,Tamil,Pub. Divisions,1948,1399
701,BK00701,Keith Wheelock,Nasser's New Egypt,Politics,Tamil,Dar Ibn Kathir,1981,3299
702,BK00702,Tom Little,Egypt,Politics,Tamil,Ernest Bern,1957,399
703,BK00703,George E. Kirl,"A Short History Of the
Middle East",Fiction,Tamil,Methuen Press,1948,1299
704,BK00704,Nicola Ziaden,Syria & Lebanon,Politics,Tamil,Ernest Bern,1984,3399
705,BK00705,Desmond Stward,Turmoil in Beirut,Politics,Tamil,Allen Wingate,2016,3399
706,BK00706,Verrier Elwin,A Philosophy for Nefa,Philosophy,Tamil,North East Frontier,1967,3199
707,BK00707,Publicaitons Division,Indian Art Through Ages,Fiction,Hindi,Pub. Divisions,1991,599
708,BK00708,Ministry of Education,Child Writing,Literature,Hindi,Dar Ibn Kathir,2003,1399
709,BK00709,"Amilcare Pizzi Art
Reproduction","Indian Sculpture in
Bronze & Stone",Cultural,Hindi,"Amilcare Pizzi Art
Reproduction - Milan",1974,2499
710,BK00710,A Goswami,Orissan Temples,Fiction,Hindi,Thacker's Press,1956,2699
711,BK00711,S.K. Basu,Industrial Finance in India,Economics,English,Univ. of Calcutta,1948,399
712,BK00712,Banaras Gyan Mandel,Brihat Hindi Kosh,Fiction,English,"Banaras Gyan Mandel
Ltd.",1959,2099
713,BK00713,Nehru Abhinandan,A Birthday Book,Historical Fiction,Hindi,J.K. Sharma,1977,999
714,BK00714,Tourist Division,"Museums & Art Galleries
of India",Cultural,Hindi,"The Tourist Division ,
Min. of Transport",1954,1499
715,BK00715,Reginald Le May,"The Culture of South
East Asia",Cultural,Hindi,George Allen & Unwin,1944,1699
716,BK00716,A.L. Basham,"The Wonder That Was
India",Fiction,Telugu,Sidgwickand Jackson,1953,3099
717,BK00717,Leela Row Dayal,Manipuri Dances,Cultural,Telugu,Oxford Press,1977,2999
718,BK00718,Publications Division,The Way of The Buddha,Cultural,Telugu,Pub. Divisions,1940,1599
719,BK00719,Publications Division,"Nuclear Explosions &
their Effects",Defence,Telugu,Pub. Divisions,2019,2299
720,BK00720,Planning Commission,"Social Legislation - its
Role in Social Welfare",Cultural,English,Pub. Divisions,1989,3399
721,BK00721,K.N. Menon,"Passive Resistence in
South Africa",Biography,English,Roxy Press,1960,799
722,BK00722,Dr. Ragha Vira,"Great English-Indian
Dictionary",Fiction,English,Indian Academy,1952,799
723,BK00723,Sardar Patel,"Bharat Ke Ek Ta Ka
Nirman",Fiction,English,Pub. Divisions,2009,1699
724,BK00724,Mahadeo Desai,Maulana Azad,Biography,English,Shri Lal Agarwala & Co.,1949,1699
725,BK00725,Hiranmay Bannerji,"How Thou Singest My
Master",Cultural,English,Orient Longmans,1977,1099
726,BK00726,Charles E. Gover,"The Folk- Songs of
Southern India",Cultural,English,"South Indian Saiva
Siddhanta",2018,1199
727,BK00727,Norman Cousins,In Place of Folly,Biography,English,Harper & Bros.,1949,2699
728,BK00728,Robert St. John,"The Boss (The Story of
Gamal Abdel Nasser)",Biography,English,Arthru Barker,2017,999
729,BK00729,K.M. Panikkar,Revolution in Africa,Biography,English,Asia Pub.House,2006,1599
730,BK00730,Manoj Basu,The Forest Goddess,Literature,Hindi,Asia Pub.House,2003,2099
731,BK00731,Ananda K. Coomaraswamy,"The Transformation of
Nature In Art",Cultural,Hindi,Dover Pub.,2010,1499
732,BK00732,G.N. Banerjee,Hellenism in Ancient India,Cultural,Hindi,Munshi Ram Manohar Lal,2010,999
733,BK00733,Asia Publishers,Queen's Visit to India,Cultural,Hindi,Asia Publishers,1904,1599
734,BK00734,Manilal B. Nanavati,The Indian Rural Problem,Cultural,Hindi,"The Indian Society of
Agricultural Economics",2009,3299
735,BK00735,AM. Khusro & An. Agarwal,"The Problems of
Cooperative Farming in India",Cultural,Tamil,Asia Pub. House,1973,3299
736,BK00736,Sisirkumar Ghose,"The Later Poems of
Tagore",Literature,Tamil,Asia Pub.,1974,2799
737,BK00737,Arthur W. Ryder,The Ten Princes,Literature,Tamil,"Phoenix Books -
University of Chicago",1950,3399
738,BK00738,Swami Yatiswarananda,Adventures in Vedanta,Cultural,Tamil,Rider & Co.,1944,3199
739,BK00739,William Barners,Taxation in India,Economics,Telugu,Harvard Law School,1945,2299
740,BK00740,Swami Ranganathananada,"Eternal Values for A
Changing Society",Society,Telugu,Advaita Ashrama,1986,899
741,BK00741,Dharm Pal,"Traditions of The Indian
Army",Defence,Telugu,Pub. Divisions,1990,1699
742,BK00742,G.Yazdani,"The Early History of the
Deccan Parts 1-VI",Fiction,English,Dar Ibn Kathir,1941,3399
743,BK00743,Rabindranath Tagore,"On Art & Aesthetics A
Selection of Lectures, Essays and Letters",Literature,English,Orient Longmans,1954,2599
744,BK00744,Kusum Nair,Blossoms in the Dust,Economics,English,Gerald Duckworth,1991,1099
745,BK00745,Jamila Brij Bhushan,Indian Metalware,Cultural,English,Pub. Divisions,1992,2399
746,BK00746,Publications Divisions,"Our River Valley
Prospects",Cultural,English,Pub. Divisions,1985,3299
747,BK00747,Paul Carus,The Gospel of Buddha,Cultural,English,"A National Book Trust
Book",1958,1499
748,BK00748,Amaury De Reincourt,The Soul of India,Fiction,English,Jonathan Cape,1951,599
749,BK00749,Mulk Raj Anand,More Indian Fairy Tales,Literature,English,Dar Ibn Kathir,1991,1799
750,BK00750,Raja J. Chelliah,"Fiscal Policy in
Underdeveloped Countries",Economics,Tamil,George Allen & Unwin,1976,3499
751,BK00751,John Gunther,Inside Europe Today,Cultural,Tamil,Hamish Hamilton,2003,2199
752,BK00752,S.N. Bhattacharyya,They Showed the Way,Society,Tamil,Thacker Spink & Co.,2002,2699
753,BK00753,Sahitya Academi,"Vikramor Vasiya of
Kalidasa",Literature,Tamil,Sahitya Akademi,2008,399
754,BK00754,Pub. Division,Chidhiyon Ka Darbar,Fiction,Tamil,Pub. Divisions,2000,3099
755,BK00755,Pub. Division,"Bharat Thtaya Aur
Ankade",Fiction,Tamil,Pub. Divisions,1954,499
756,BK00756,D.R. Gadgil,"Planning & Economic
Policy in India",Economics,Tamil,Asia Pub.,1971,2299
757,BK00757,Dr.C.P.Bhambhri,Parliamentary Control,Biography,Tamil,Jai Prakash Nath & Co.,1976,1499
758,BK00758,"LA. Krishna Iyer &
L.K.Bala Ratnam",Anthropology in India,Cultural,Tamil,Bharatiya Vidya Bhavan,1940,1499
759,BK00759,R.N. Bose,"Gandhian Technique &
Traditon",Historical Fiction,Hindi,"Research Division- All
India Institute of Social Welfare",1955,2599
760,BK00760,Gwewdolen M. Carter,Independence for Africa,Fiction,Hindi,Thames Hudson,2020,1099
761,BK00761,H.K. Coomaraswamy,"Catalogue of Indian
Collections",Cultural,Hindi,Harvard University,1984,2599
762,BK00762,Arun Kumar Sen,Indian Labour Legislation,Economics,Hindi,World Press,2001,1299
763,BK00763,S.R. Ranganathan,Reference Service,Cultural,Hindi,Asia Pub.House,1994,1799
764,BK00764,S.C. Bhatt,Drama in Ancient India,Fiction,Tamil,Amrit Book,1944,999
765,BK00765,Dr. V. Raghavan,Sanskrit Literatures,Literature,Tamil,Pub. Divisions,2017,1499
766,BK00766,Pub. Division,Better Citizenship,Cultural,English,Pub. Divisions,1946,2999
767,BK00767,Dept of Archeology,"Five Thousand Years Of
Art from India",Fiction,English,West Germany,2018,2099
768,BK00768,S.S. Wagle,Techniques of Planning,Economics,Hindi,Vora Pub.,1997,799
769,BK00769,S.R. Sehgal,"Kalidasa's
Kumarasambhavam",Literature,Hindi,Munshi Ram Manohar Lal,1995,499
770,BK00770,Hiralal Chatterjee,"International Law &
Interstate Relations in Ancient India",Fiction,Hindi,Firma K.L. Mukhopadhyay,2014,1299
771,BK00771,S. Kesava Iyengar,"A Decade of Planned
Economy - A Critical Examination of Indian Plans",Society,Telugu,"The Indian Academy of
Economics",1968,1299
772,BK00772,Romila Thapar,"Asoka & The Decline OF
The Mauryas",Biography,Telugu,Oxford Press,1963,2799
773,BK00773,Tagore,Crisis in Civilzation,Historical Fiction,Telugu,Visva-Bharati,1957,3199
774,BK00774,J.S. Mathur,"Essays on Ghandian
Economics",Historical Fiction,Telugu,"Chaita Any A Publishing
House",1995,2899
775,BK00775,S.M Srinivasa Chari,Advaita and Visistadvaita,Philosophy,Telugu,Asia Pub.House,1941,699
776,BK00776,V.T. Krishnamachari,Planning in India,Economics,English,Orient Longmans,2010,1699
777,BK00777,Edward Conze,"The Prajnaparamita
Literature",Literature,English,Mouton & Co.,2020,999
778,BK00778,M.S. Randhwa,"Beautiful Trees &
Gardens",Cultural,English,I.C.A.R.,2014,2999
779,BK00779,P.C. Roy,The Mahabharata Vol..XII,Fiction,English,Oriental Pub,1965,2899
780,BK00780,Horage Alexander,"Consider India (an Essay
in Vlaues)",Cultural,English,Asia Pub.House,1955,1499
781,BK00781,A.K. Priolkar,The Goa Inquisition,Fiction,English,Bombay Univ. Press,2002,3499
782,BK00782,Percival Spear,"India, A Modern History",Fiction,English,Michigan Univ. Press,1958,2199
783,BK00783,V.V. Ramanadham,"The Structure of Public
Enterprise In India",Economics,English,Asia Pub.House,2003,1099
784,BK00784,Sarojini Naidu,The Feather of The Dawn,Literature,English,Asia Pub.House,1999,399
785,BK00785,S.G. Barve,With Malice Toward None,Biography,English,Asia Pub.House,1962,2399
786,BK00786,Pub. Divison,The Nation's Health,Cultural,English,Pub. Divisions,2005,1799
787,BK00787,Dept. of Tourism,"Wild Life Sanctuaries in
India",Cultural,Hindi,Pub. Divisions,2010,2299
788,BK00788,Publicaitons Division,"Towards A Self-Reliant
Economy",Economics,Hindi,Pub. Divisions,1982,1699
789,BK00789,Usha John,The Unknown Lover,Biography,Hindi,Orient Longmans,2008,2199
790,BK00790,N.A. Nikam & R. Mckeon,The Edicts of Asoka,Biography,Hindi,Asia Pub.House,1969,1199
791,BK00791,G.S. Sahota,"Indian Tax Sturcture &
Economic Development",Economics,Tamil,Asia Pub.House,1965,3399
792,BK00792,P.N. Dhar & h.f.Lydall,"The Role of Small
Enterprieses in Indian Economic Development",Economics,Tamil,Asia Pub.House,1964,2699
793,BK00793,Sir Frederick Morgan,Peace & War,Defence,Tamil,Hodder & Stoughton,1991,2799
794,BK00794,"National Council of Applied
Econ. Development","Taxation & Private
Investment",Economics,Tamil,N.C.A.E.R.,2018,1299
795,BK00795,Kenneth Anderson,The Call of The Man Eater,Literature,Telugu,George Allen & Unwin,2000,799
796,BK00796,Prof. A.R. Wadia,"History & Phiosophy of
Social Work in India",Philosophy,Telugu,Allied Pub.,1955,2599
797,BK00797,Humayun Kabir,"Science Democracy &
Islam & Other essays",Cultural,Telugu,George Allen & Unwin,1979,1299
798,BK00798,Sachidanad,"Sarvodaya In A
Communist State",Biography,Telugu,Popular Book Depot.,1996,699
799,BK00799,D.S. Saund,Congressman From India,Biography,Telugu,E.P. Dutton,1978,699
800,BK00800,Henry C. Hart,"Administrative Aspects of
River Valley Development",Economics,English,Asia Pub.House,1946,3399
801,BK00801,Manuben Gandhi,Last Glimpses of Bapu,Historical Fiction,English,Shiva Pub.,2013,999
802,BK00802,Albert Luthuli,Let My People Go,Literature,English,Collins,2009,2999
803,BK00803,Felix Greene,The Wall Has Two Sides,Literature,English,Jonathan Cape,1992,399
804,BK00804,Wilfrid Russell,Merchant in A Mirror,Literature,English,Thacker & Co.,2006,3199
805,BK00805,Anand Gopal Shede,Jwalamukhi,Drama,English,Pub. Divisions,1998,1099
806,BK00806,Subhadra,Hindustani Drama,Drama,English,National Book Trust,1959,2199
807,BK00807,Gene Sharp,Gandhi Faces The Storm,Historical Fiction,English,Navajivan Pub.,1994,799
808,BK00808,M.K. Gandhi,"In Search of The
Supreme",Biography,English,Navajivan Pub.,2006,899
809,BK00809,Muhammad Khalil,"The Arab States And The
Arab League 2 Vol.s.",Politics,Tamil,Khayats Beirut,2014,1299
810,BK00810,Pub. Divisions,"Rabindranath Tagore on
Rural Reconstruction",Biography,Tamil,Pub. Divisions,2017,2099
811,BK00811,International Cul. Centre,Folk Paintings of India,Cultural,Tamil,Int. Cul. Centre,2012,2399
812,BK00812,Margaret Cormack,"She Who Rides A
Peacock",Literature,Tamil,Asia Pub.House,1998,1299
813,BK00813,J.K. Galbraith,The Affluent Story,Literature,Tamil,Asia Pub.House,1967,1599
814,BK00814,Badr-ud-Din Tyabji,Chaff & Grain (2 cps),Economics,Tamil,Asia Pub.House,1959,1699
815,BK00815,W.B. Reddaway,"Development of the
Indian Economy",Economics,Tamil,George Allen & Unwin,2007,699
816,BK00816,Shriman Narayan,Trends in Indian Planning,Economics,Tamil,Asia Pub.House,1967,1899
817,BK00817,George Rosen,"Some Aspects of
Industrial Finance in India",Economics,Tamil,Asia Pub.House,1944,1299
818,BK00818,George Rosen,"International
Organsiations",Biography,Hindi,"J.H. De Bussy -
Amsterdam",1955,3099
819,BK00819,M.K. Gandhi,The Problem of Education,Education,Hindi,Navajivan Pub.,1972,399
820,BK00820,Verrier Elwin,A Philosophy of Love,Philosophy,Hindi,Pub. Divisions,2017,1199
821,BK00821,B.Das Gupta,"Our Plans & Our Public
Finance",Society,Hindi,AMC,2008,3099
822,BK00822,Simons Roof,"Journeys on The Razor
Edges Path",Literature,Hindi,Hodder & Stoughton,2013,1499
823,BK00823,G.D. Khosla,"The Horoscope cannot
Lie & Other Stories",Literature,Tamil,Asia Pub.House,2002,799
824,BK00824,R.K. Narayan,The Man Eater,Fiction,English,Great Britain,1971,1099
825,BK00825,Bertrand Russell,Has Man A Future,Literature,English,George Allen & Unwin,2002,799
826,BK00826,Sunil Ray Choudhuri,"Social Security in India
And Britain",Cultural,Hindi,World Press,1969,1199
827,BK00827,Margaret Cormack,The Hindu Woman,Cultural,Hindi,Dar Ibn Kathir,1973,999
828,BK00828,Wilfred Malenbaum,"Prospects for Indian
Development",Economics,Hindi,George Allen & Unwin,1966,2899
829,BK00829,Augustus Somerville,"At Midnight Comes the
Killer",Literature,Telugu,Thacker Spink,1950,2799
830,BK00830,Rabindranath Tagore,"The Diary of A Westward
Voyage",Biography,Telugu,Asia Pub.,1950,2199
831,BK00831,Ramesh Sanghvi,"India's Northern Frontier
and China",Biography,Telugu,Contemporary Pub.,2017,3099
832,BK00832,Jawaharlal Nehru,Bharat Ki Buniyadi Ektha,Fiction,Telugu,Pub. Divisions,2000,1499
833,BK00833,Pub. Division,"Purva Aur Paschim Ki
Sant Mahilan",Fiction,Telugu,Pub. Divisions,1959,499
834,BK00834,"Delhi Pradeshik Hindi
Sahitya Sammelau","Rajarshi Abhinandan
Grantha - PruosattamDas Tandon",Fiction,English,"Delhi Pradeshik Hindi
Sahitya Sammelau",1964,399
835,BK00835,D. Paul Chowdhry,"Social Welfare
Administrative",Society,English,Atma Ram & Sons,1989,1599
836,BK00836,B.R. Nanda,"The Nehrus- Motial &
Jawaharlal",Historical Fiction,English,George Allen & Unwin,1997,3499
837,BK00837,Vincent A. Smith,"A History of Fine Art in
India & Ceylon",Fiction,English,D.B. Taraporevala Sons,2014,2799
838,BK00838,Maurice Collis,Marco Polo,Fiction,English,Pub. Divisions,2013,2499
839,BK00839,David Howarth,My Land And My People,Cultural,English,Asia Pub.House,2015,3499
840,BK00840,Devard Kardelji,Socialism And War,Society,English,Hans Pub,1962,899
841,BK00841,Chaman Lal,"Gipsies- Forgotten
Children of India",Literature,English,Pub. Divisions,1955,1799
842,BK00842,"International Commssion
of Jurists","Tibet and The Chinese
People's Rep.",Biography,English,"Int. Commn, London",1985,2199
843,BK00843,"International Commssion
of Jurists","The Question of Tibet
and The Rule of Law",Biography,English,"Int. Commn, London",1985,3199
844,BK00844,Daniel P. Hoffman,India's Social Miracle,Society,English,Naturegraph co.,1944,1699
845,BK00845,K.L. Panjabi,The Indomitable Sardar,Biography,Hindi,Bharatiya Vidya. Bharav,1996,3099
846,BK00846,M.R. Sinha,"A Decade of Economic
Development & Planning in India",Society,Hindi,ASP Pub.,2017,1999
847,BK00847,B.G. Verghese,Himalayan Endeavour,General,Hindi,A Times of India Pub.,1977,3199
848,BK00848,Sir Percival Griffiths,"The Changing Face of
Communism",Biography,Hindi,The Bodley Head,2008,3099
849,BK00849,Bimal Kumar Datt,"A Practical Guide to
Library Procedure : Religion & the Secular Man",Cultural,Hindi,Wheeler Pub.,1990,2999
850,BK00850,Ramakrishna Mission,"The Cultural Heritage of
India Vol.II",Cultural,Tamil,Institute of Culture,1956,2799
851,BK00851,"Ministry of Commerce &
Industry",Craft Designs,Commercial,Tamil,"Ministry of Commerce &
Industry",2002,2899
852,BK00852,George Lenczowski,"The Middle East in World
Affairs",Politics,Tamil,Cornell Univ. Pub.,1991,2099
853,BK00853,C.F. Beckingham,"Atlas of The Arab World
& The Middle East",Education,Telugu,"Djambatan, Amsterdam",2003,1299
854,BK00854,Laxmi Nath Jha,"Mithila Ki Sanskrit
Lokchitrakala",Fiction,Telugu,Laxmi Nath Jha,2003,999
855,BK00855,Humayun Kabir,"Indian Philosophy of
Education",Education,Telugu,Asia Pub.House,1945,1399
856,BK00856,Paritosh Gargi,"Chhaleda ( a drama in
three acts)",Philosophy,Telugu,Atma Ram & Sons,1982,3299
857,BK00857,K.M. Panikkar,"The Foundation of New
India",Society,Telugu,George Allen & Unwin,2009,599
858,BK00858,Atulananda Chakrabarti,"Nehru, His Democracy
and India",Historical Fiction,English,Thacker's Press,2003,2299
859,BK00859,United Nations,"Community Development
and Economic Development",Cultural,English,"UN, Bangkok",1975,3499
860,BK00860,Dharmanand Kosambi,Bhagwan Buddha,Drama,English,Sahitya Academi,1965,2099
861,BK00861,"Kurt, London",Unity and Contaradiction,Philosophy,English,Frederick A. Prager,1940,3399
862,BK00862,Shri Ramakrishna Mission,"The Spiritual Heritage of
Tyagaraja",Philosophy,English,Ramakrishna Mission,1993,1099
863,BK00863,Mawlana Abul Kalam Azad,The Tarjuman Al Quran,Cultural,English,Asia Pub.House,1950,1599
864,BK00864,P.N.K Bamzai,A History of Kasmir,Fiction,English,Metropolitan co.,1943,699
865,BK00865,Publication Division,The Resurgence of India,Fiction,English,Pub. Divisions,1994,2499
866,BK00866,"Publication Division
(Robert Swell)",A Forgotten Empire,Fiction,English,A National Book Trust,1993,3399
867,BK00867,M.S. Kohli,Last of the Annapurnas,Philosophy,Tamil,Pub. Divisions,1987,1199
868,BK00868,John Strachey,The End of Empire,Fiction,Tamil,A National Book Trust,1954,699
869,BK00869,Dadabhai Naoroji,"Poverty & UN British Rule
in India",Biography,Tamil,Pub. Divisions,1978,2299
870,BK00870,A.A.A. Fyzee,"A Modern Approach to
Islam",Philosophy,Tamil,Asia Pub.House,1992,1399
871,BK00871,Bimla Prasad,"The Origions of Indian
Foreign Policy",Biography,Tamil,Bookland Private Ltd.,1948,799
872,BK00872,M.K. Gandhi,"The Massage of Jesus
Christ",Philosophy,Tamil,Bharatiya Vidya Bhavan,2013,499
873,BK00873,Vinoba,The Essence of Quaran,Philosophy,Tamil,"Sarva Seva Sangh
Prakashan",1942,1999
874,BK00874,C. Sivaramamurti,"Directory of Museums in
India",Cultural,Tamil,Min of S.R.& C.A.,1948,1599
875,BK00875,Pub. Division,Sahakari Samaj,Society,Tamil,Pub. Division Min. of Inf,1975,399
876,BK00876,Pub. Division,Bharat Geet (Hindi),Fiction,Hindi,Pub. Division,1980,899
877,BK00877,R.P.Rao,Portuguese Rule in Goa,Fiction,Hindi,Asia Pub. House,1970,3399
878,BK00878,Walter Hallstein,"The European
Community A New Path to Peacefuol Union",Biography,Hindi,ICCR,2019,2899
879,BK00879,K.N.Bhattacharyya,Indian Plans,Economics,Hindi,Asia Pub. House,1955,1699
880,BK00880,"G.F. Hudson & Richard
Lowenthal & Redrock",The Sino-Soviet Dispute,Biography,Tamil,Praeger Pub.,1995,3299
881,BK00881,Eric Chou,"A Man Must Choose The
Dilemma of a Chinese Patriot",Biography,Tamil,Longmans,1952,1299
882,BK00882,B. Mahershwari,Studies in Panchayath Raj,Biography,English,Metropolitan Book Co.,1954,2299
883,BK00883,Brij Kishore,Tara Bai & Her Times,Fiction,English,Asia Pub.,1963,1399
884,BK00884,"Indian Council of Agri.
Research",Bee Keeping in India,Cultural,Hindi,"Indian Council of
Agricultural Research",1956,3199
885,BK00885,"Indian Council of Agri.
Research",Soil Conservation in India,Cultural,Hindi,"Indian Council FOR Agr.
Research",2012,1699
886,BK00886,M.S.Randhwa,"Agriculture & Animal
Husbandary",Education,Hindi,ICAR,1992,3199
887,BK00887,Dr. S. Krishnamurthi,Fruit Culture in India,Cultural,Telugu,"Indian Council of
Agricultural Research",1977,599
888,BK00888,Zbigniew K. Brzezinski,The Soviet Bloc Unity,Biography,Telugu,Harvard UniversityPress,1967,2699
889,BK00889,D.G. Tendulkar,"Mahatma Life of Mohans
Karamchand Gandhi",Historical Fiction,Telugu,The Publication Division,2001,1999
890,BK00890,V.V. Bhatt,"Aspects of Economic
Change and Policy in India 1822-1960",Economics,Telugu,Allied Publishers,1970,699
891,BK00891,V.B. Kulkarni,"Shivaji, The Portrait of A
Patriot",Biography,Telugu,Orient Longmans,1966,599
892,BK00892,C.N. Vakil,Poverty & Planning,Society,English,Allied Publishers,1965,1899
893,BK00893,Rupert Furneaux,Massacre At Amritsar,Biography,English,George Allen & Unwin,1965,1099
894,BK00894,Bhagwan Das,Sab Dharmonki Buniad,Fiction,English,Nil,2020,1999
895,BK00895,V.V. Ramanadham,"The Finances of Public
Enterprises",Economics,English,Asia Pub.House,1948,2899
896,BK00896,D.K. Rangrekar,"India, Britain & ECM",Biography,English,"D.K. Rangnekar- R & K
Pub.",1975,3499
897,BK00897,E.A.Gait,History of Assam,Fiction,English,Thacker & Co.,1961,1299
898,BK00898,Sugata Dasgupta,A Poet & A Plan,Biography,English,Thacker & Co.,1940,3299
899,BK00899,Mulk Raj Anand,"Is There a Contemporary
Indian Civilization ?",Fiction,English,Asia Pub.,1961,2899
900,BK00900,Mulk Raj Anand,The Sword and the Sickle,Literature,English,Kutub Pub.,2011,899
901,BK00901,"Margaret W. Fisher, Leo
E. Rose & Robert A. Huttenback",Himalayan Battle Ground,Cultural,English,"Prdeger, New York",1949,499
902,BK00902,R. K. Ramadhyani,"Citizen's Guide to Our
Constitution & Govt.",Society,English,Atma Ram & Sons,2005,2299
903,BK00903,M.S. Randhawa,"Kangra Paintings of the
Bhagavata Purana",Cultural,Hindi,National Museum of India,2001,799
904,BK00904,Bhagavan Das,The Science of Peace,Biography,Hindi,"The Theosophical Pub.
House",2016,2499
905,BK00905,"Bhikhan Lal Atreya, Suniti
Kumar Chatterji, Alain Denielou",Indian Culture,Cultural,Hindi,A Universal Pub.,2006,2499
906,BK00906,Indian Institution of Pub,Government in Business,Cultural,Hindi,Asia pub. House,1973,3199
907,BK00907,Vyasa Publication,"The Radhakrishnam
Nuclear",Philosophy,Hindi,Min. of E.A.,2020,1899
908,BK00908,Bepin Behari,"Gandhian Economic
Philosophy",Economics,Tamil,Vora Pub.,1986,1699
909,BK00909,Sisirkumar Mitra,Resurgent India,Fiction,Tamil,Allied Publishers,2016,2299
910,BK00910,Sri Surendranath Banerjea,A Nation In Making,Fiction,Tamil,Oxford Press,1979,2599
